index,xmonth,xtime,yEAC,yEACr,yTSW,yTSWr
194,1,1998-01-17 12:00:00,12114,0.9994224898935732,7,0.0005775101064268625
195,1,1998-01-18 12:00:00,12105,0.9986799768995958,16,0.001320023100404257
196,1,1998-01-19 12:00:00,12119,0.9998349971124495,2,0.00016500288755053212
197,1,1998-01-20 12:00:00,12121,1.0,0,0.0
198,1,1998-01-21 12:00:00,12121,1.0,0,0.0
199,1,1998-01-22 12:00:00,12121,1.0,0,0.0
200,1,1998-01-23 12:00:00,12121,1.0,0,0.0
201,1,1998-01-24 12:00:00,12121,1.0,0,0.0
202,1,1998-01-25 12:00:00,12117,0.9996699942248989,4,0.00033000577510106425
203,1,1998-01-26 12:00:00,12115,0.9995049913373484,6,0.0004950086626515964
204,1,1998-01-27 12:00:00,12121,1.0,0,0.0
205,1,1998-01-28 12:00:00,12121,1.0,0,0.0
206,1,1998-01-29 12:00:00,12121,1.0,0,0.0
207,1,1998-01-30 12:00:00,12121,1.0,0,0.0
208,1,1998-01-31 12:00:00,12121,1.0,0,0.0
209,2,1998-02-01 12:00:00,12121,1.0,0,0.0
210,2,1998-02-02 12:00:00,12121,1.0,0,0.0
211,2,1998-02-03 12:00:00,12121,1.0,0,0.0
212,2,1998-02-04 12:00:00,12121,1.0,0,0.0
213,2,1998-02-05 12:00:00,12121,1.0,0,0.0
214,2,1998-02-06 12:00:00,12121,1.0,0,0.0
215,2,1998-02-07 12:00:00,12121,1.0,0,0.0
216,2,1998-02-08 12:00:00,12121,1.0,0,0.0
217,2,1998-02-09 12:00:00,12121,1.0,0,0.0
219,2,1998-02-10 12:00:00,12121,1.0,0,0.0
220,2,1998-02-11 12:00:00,12121,1.0,0,0.0
221,2,1998-02-12 12:00:00,12121,1.0,0,0.0
222,2,1998-02-13 12:00:00,12121,1.0,0,0.0
223,2,1998-02-14 12:00:00,12121,1.0,0,0.0
224,2,1998-02-15 12:00:00,12121,1.0,0,0.0
225,2,1998-02-16 12:00:00,12121,1.0,0,0.0
226,2,1998-02-17 12:00:00,12121,1.0,0,0.0
227,2,1998-02-18 12:00:00,12121,1.0,0,0.0
228,2,1998-02-19 12:00:00,12121,1.0,0,0.0
229,2,1998-02-20 12:00:00,12121,1.0,0,0.0
230,2,1998-02-21 12:00:00,12121,1.0,0,0.0
231,2,1998-02-22 12:00:00,12118,0.9997524956686742,3,0.0002475043313257982
232,2,1998-02-23 12:00:00,12121,1.0,0,0.0
233,2,1998-02-24 12:00:00,12121,1.0,0,0.0
234,2,1998-02-25 12:00:00,12121,1.0,0,0.0
235,2,1998-02-26 12:00:00,12121,1.0,0,0.0
236,2,1998-02-27 12:00:00,12121,1.0,0,0.0
237,2,1998-02-28 12:00:00,12121,1.0,0,0.0
238,3,1998-03-01 12:00:00,12121,1.0,0,0.0
239,3,1998-03-02 12:00:00,12121,1.0,0,0.0
240,3,1998-03-03 12:00:00,12121,1.0,0,0.0
241,3,1998-03-04 12:00:00,12121,1.0,0,0.0
242,3,1998-03-05 12:00:00,12121,1.0,0,0.0
243,3,1998-03-06 12:00:00,12120,0.9999174985562247,1,8.250144377526606e-05
244,3,1998-03-07 12:00:00,12088,0.9972774523554162,33,0.00272254764458378
245,3,1998-03-08 12:00:00,12097,0.9980199653493936,24,0.0019800346506063855
246,3,1998-03-09 12:00:00,12113,0.9993399884497979,8,0.0006600115502021285
247,3,1998-03-10 12:00:00,12117,0.9996699942248989,4,0.00033000577510106425
